Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes,Wloc,LTeam,WTeam
Fri Jan 10 2020,9:45p,Los Angeles Lakers,129,Dallas Mavericks,114,Box Score,,20542,,V,Dallas Mavericks,Los Angeles Lakers
Fri Jan 10 2020,10:00p,Milwaukee Bucks,127,Sacramento Kings,106,Box Score,,17583,,V,Sacramento Kings,Milwaukee Bucks
Fri Jan 10 2020,10:30p,Golden State Warriors,100,Los Angeles Clippers,109,Box Score,,19068,,H,Golden State Warriors,Los Angeles Clippers
Sat Jan 11 2020,5:00p,Minnesota Timberwolves,109,Houston Rockets,139,Box Score,,18055,,H,Minnesota Timberwolves,Houston Rockets
Sat Jan 11 2020,7:00p,New Orleans Pelicans,105,Boston Celtics,140,Box Score,,19156,,H,New Orleans Pelicans,Boston Celtics
Sat Jan 11 2020,7:00p,Chicago Bulls,108,Detroit Pistons,99,Box Score,,15951,,V,Detroit Pistons,Chicago Bulls
Sat Jan 11 2020,8:00p,Los Angeles Lakers,125,Oklahoma City Thunder,110,Box Score,,18203,,V,Oklahoma City Thunder,Los Angeles Lakers
Sat Jan 11 2020,8:30p,Philadelphia 76ers,91,Dallas Mavericks,109,Box Score,,20244,,H,Philadelphia 76ers,Dallas Mavericks
Sat Jan 11 2020,9:00p,Cleveland Cavaliers,111,Denver Nuggets,103,Box Score,,19533,,V,Denver Nuggets,Cleveland Cavaliers
Sat Jan 11 2020,10:00p,Milwaukee Bucks,122,Portland Trail Blazers,101,Box Score,,19843,,V,Portland Trail Blazers,Milwaukee Bucks
Sun Jan 12 2020,3:30p,Miami Heat,121,New York Knicks,124,Box Score,,18861,,H,Miami Heat,New York Knicks
Sun Jan 12 2020,3:30p,Utah Jazz,127,Washington Wizards,116,Box Score,,15953,,V,Washington Wizards,Utah Jazz
Sun Jan 12 2020,6:00p,Atlanta Hawks,86,Brooklyn Nets,108,Box Score,,15201,,H,Atlanta Hawks,Brooklyn Nets
Sun Jan 12 2020,6:00p,Golden State Warriors,102,Memphis Grizzlies,122,Box Score,,16408,,H,Golden State Warriors,Memphis Grizzlies
Sun Jan 12 2020,6:00p,San Antonio Spurs,105,Toronto Raptors,104,Box Score,,19800,,V,Toronto Raptors,San Antonio Spurs
Sun Jan 12 2020,8:00p,Los Angeles Clippers,104,Denver Nuggets,114,Box Score,,19520,,H,Los Angeles Clippers,Denver Nuggets
Sun Jan 12 2020,8:00p,Charlotte Hornets,92,Phoenix Suns,100,Box Score,,14751,,H,Charlotte Hornets,Phoenix Suns
Mon Jan 13 2020,7:00p,New Orleans Pelicans,117,Detroit Pistons,110,Box Score,OT,13780,,V,Detroit Pistons,New Orleans Pelicans
Mon Jan 13 2020,7:00p,Philadelphia 76ers,95,Indiana Pacers,101,Box Score,,15257,,H,Philadelphia 76ers,Indiana Pacers
Mon Jan 13 2020,7:30p,Chicago Bulls,101,Boston Celtics,113,Box Score,,19156,,H,Chicago Bulls,Boston Celtics
Mon Jan 13 2020,8:00p,Oklahoma City Thunder,117,Minnesota Timberwolves,104,Box Score,,11044,,V,Minnesota Timberwolves,Oklahoma City Thunder
Mon Jan 13 2020,10:00p,Charlotte Hornets,112,Portland Trail Blazers,115,Box Score,,19111,,H,Charlotte Hornets,Portland Trail Blazers
Mon Jan 13 2020,10:00p,Orlando Magic,114,Sacramento Kings,112,Box Score,,16299,,V,Sacramento Kings,Orlando Magic
Mon Jan 13 2020,10:30p,Cleveland Cavaliers,99,Los Angeles Lakers,128,Box Score,,18997,,H,Cleveland Cavaliers,Los Angeles Lakers
Tue Jan 14 2020,7:30p,Phoenix Suns,110,Atlanta Hawks,123,Box Score,,16060,,H,Phoenix Suns,Atlanta Hawks
Tue Jan 14 2020,7:30p,Utah Jazz,118,Brooklyn Nets,107,Box Score,,15381,,V,Brooklyn Nets,Utah Jazz
Tue Jan 14 2020,8:00p,Houston Rockets,110,Memphis Grizzlies,121,Box Score,,16181,,H,Houston Rockets,Memphis Grizzlies
Tue Jan 14 2020,8:00p,New York Knicks,102,Milwaukee Bucks,128,Box Score,,17590,,H,New York Knicks,Milwaukee Bucks
Tue Jan 14 2020,10:30p,Dallas Mavericks,124,Golden State Warriors,97,Box Score,,18064,,V,Golden State Warriors,Dallas Mavericks
Tue Jan 14 2020,10:30p,Cleveland Cavaliers,103,Los Angeles Clippers,128,Box Score,,19068,,H,Cleveland Cavaliers,Los Angeles Clippers
Wed Jan 15 2020,7:00p,Detroit Pistons,116,Boston Celtics,103,Box Score,,19156,,V,Boston Celtics,Detroit Pistons
Wed Jan 15 2020,7:00p,Brooklyn Nets,106,Philadelphia 76ers,117,Box Score,,20416,,H,Brooklyn Nets,Philadelphia 76ers
Wed Jan 15 2020,7:30p,San Antonio Spurs,100,Miami Heat,106,Box Score,,19704,,H,San Antonio Spurs,Miami Heat
Wed Jan 15 2020,8:00p,Washington Wizards,106,Chicago Bulls,115,Box Score,,19382,,H,Washington Wizards,Chicago Bulls
Wed Jan 15 2020,8:00p,Indiana Pacers,104,Minnesota Timberwolves,99,Box Score,,12648,,V,Minnesota Timberwolves,Indiana Pacers
Wed Jan 15 2020,8:00p,Toronto Raptors,130,Oklahoma City Thunder,121,Box Score,,18203,,V,Oklahoma City Thunder,Toronto Raptors
Wed Jan 15 2020,9:00p,Charlotte Hornets,86,Denver Nuggets,100,Box Score,,19520,,H,Charlotte Hornets,Denver Nuggets
Wed Jan 15 2020,9:30p,Portland Trail Blazers,117,Houston Rockets,107,Box Score,,18055,,V,Houston Rockets,Portland Trail Blazers
Wed Jan 15 2020,10:00p,Dallas Mavericks,127,Sacramento Kings,123,Box Score,,17029,,V,Sacramento Kings,Dallas Mavericks
Wed Jan 15 2020,10:30p,Orlando Magic,119,Los Angeles Lakers,118,Box Score,,18997,,V,Los Angeles Lakers,Orlando Magic
Thu Jan 16 2020,7:30p,Phoenix Suns,121,New York Knicks,98,Box Score,,18215,,V,New York Knicks,Phoenix Suns
Thu Jan 16 2020,8:00p,Boston Celtics,123,Milwaukee Bucks,128,Box Score,,17873,,H,Boston Celtics,Milwaukee Bucks
Thu Jan 16 2020,8:00p,Utah Jazz,132,New Orleans Pelicans,138,Box Score,OT,16717,,H,Utah Jazz,New Orleans Pelicans
Thu Jan 16 2020,10:30p,Denver Nuggets,134,Golden State Warriors,131,Box Score,OT,18064,,V,Golden State Warriors,Denver Nuggets
Thu Jan 16 2020,10:30p,Orlando Magic,95,Los Angeles Clippers,122,Box Score,,19068,,H,Orlando Magic,Los Angeles Clippers
Fri Jan 17 2020,7:00p,Minnesota Timberwolves,114,Indiana Pacers,116,Box Score,,16248,,H,Minnesota Timberwolves,Indiana Pacers
Fri Jan 17 2020,7:00p,Chicago Bulls,89,Philadelphia 76ers,100,Box Score,,20919,,H,Chicago Bulls,Philadelphia 76ers
Fri Jan 17 2020,7:00p,Washington Wizards,111,Toronto Raptors,140,Box Score,,19800,,H,Washington Wizards,Toronto Raptors
Fri Jan 17 2020,8:00p,Cleveland Cavaliers,109,Memphis Grizzlies,113,Box Score,,17102,,H,Cleveland Cavaliers,Memphis Grizzlies
Fri Jan 17 2020,8:00p,Miami Heat,115,Oklahoma City Thunder,108,Box Score,,18203,,V,Oklahoma City Thunder,Miami Heat
Fri Jan 17 2020,8:30p,Atlanta Hawks,121,San Antonio Spurs,120,Box Score,,18354,,V,San Antonio Spurs,Atlanta Hawks
Fri Jan 17 2020,9:30p,Portland Trail Blazers,112,Dallas Mavericks,120,Box Score,,20283,,H,Portland Trail Blazers,Dallas Mavericks
Sat Jan 18 2020,3:30p,Los Angeles Clippers,133,New Orleans Pelicans,130,Box Score,,17959,,V,New Orleans Pelicans,Los Angeles Clippers
Sat Jan 18 2020,6:00p,Milwaukee Bucks,117,Brooklyn Nets,97,Box Score,,17732,,V,Brooklyn Nets,Milwaukee Bucks
Sat Jan 18 2020,7:00p,Phoenix Suns,123,Boston Celtics,119,Box Score,,19156,,V,Boston Celtics,Phoenix Suns
Sat Jan 18 2020,7:30p,Detroit Pistons,136,Atlanta Hawks,103,Box Score,,17056,,V,Atlanta Hawks,Detroit Pistons
Sat Jan 18 2020,7:30p,Philadelphia 76ers,90,New York Knicks,87,Box Score,,17812,,V,New York Knicks,Philadelphia 76ers
Sat Jan 18 2020,8:00p,Cleveland Cavaliers,116,Chicago Bulls,118,Box Score,,19939,,H,Cleveland Cavaliers,Chicago Bulls
Sat Jan 18 2020,8:00p,Toronto Raptors,122,Minnesota Timberwolves,112,Box Score,,16520,,V,Minnesota Timberwolves,Toronto Raptors
Sat Jan 18 2020,8:30p,Orlando Magic,95,Golden State Warriors,109,Box Score,,18064,,H,Orlando Magic,Golden State Warriors
Sat Jan 18 2020,8:30p,Los Angeles Lakers,124,Houston Rockets,115,Box Score,,18502,,V,Houston Rockets,Los Angeles Lakers
Sat Jan 18 2020,9:00p,Portland Trail Blazers,106,Oklahoma City Thunder,119,Box Score,,18203,,H,Portland Trail Blazers,Oklahoma City Thunder
Sat Jan 18 2020,9:00p,Sacramento Kings,101,Utah Jazz,123,Box Score,,18306,,H,Sacramento Kings,Utah Jazz
Sun Jan 19 2020,3:00p,Miami Heat,102,San Antonio Spurs,107,Box Score,,18422,,H,Miami Heat,San Antonio Spurs
Sun Jan 19 2020,8:00p,Indiana Pacers,115,Denver Nuggets,107,Box Score,,19520,,V,Denver Nuggets,Indiana Pacers
Mon Jan 20 2020,2:00p,Detroit Pistons,100,Washington Wizards,106,Box Score,,17305,,H,Detroit Pistons,Washington Wizards
Mon Jan 20 2020,2:30p,Toronto Raptors,122,Atlanta Hawks,117,Box Score,,17300,,V,Atlanta Hawks,Toronto Raptors
Mon Jan 20 2020,3:00p,Philadelphia 76ers,117,Brooklyn Nets,111,Box Score,,16801,,V,Brooklyn Nets,Philadelphia 76ers
Mon Jan 20 2020,5:00p,Orlando Magic,106,Charlotte Hornets,83,Box Score,,16133,,V,Charlotte Hornets,Orlando Magic
Mon Jan 20 2020,5:00p,New York Knicks,106,Cleveland Cavaliers,86,Box Score,,17133,,V,Cleveland Cavaliers,New York Knicks
Mon Jan 20 2020,5:00p,Oklahoma City Thunder,112,Houston Rockets,107,Box Score,,18055,,V,Houston Rockets,Oklahoma City Thunder
Mon Jan 20 2020,5:00p,New Orleans Pelicans,126,Memphis Grizzlies,116,Box Score,,17794,,V,Memphis Grizzlies,New Orleans Pelicans
Mon Jan 20 2020,5:00p,Sacramento Kings,113,Miami Heat,118,Box Score,OT,19600,,H,Sacramento Kings,Miami Heat
Mon Jan 20 2020,5:00p,Chicago Bulls,98,Milwaukee Bucks,111,Box Score,,17747,,H,Chicago Bulls,Milwaukee Bucks
Mon Jan 20 2020,7:30p,Los Angeles Lakers,107,Boston Celtics,139,Box Score,,19156,,H,Los Angeles Lakers,Boston Celtics
Mon Jan 20 2020,8:00p,Denver Nuggets,107,Minnesota Timberwolves,100,Box Score,,12172,,V,Minnesota Timberwolves,Denver Nuggets
Mon Jan 20 2020,9:00p,San Antonio Spurs,120,Phoenix Suns,118,Box Score,,14847,,V,Phoenix Suns,San Antonio Spurs
Mon Jan 20 2020,9:00p,Indiana Pacers,88,Utah Jazz,118,Box Score,,18306,,H,Indiana Pacers,Utah Jazz
Mon Jan 20 2020,10:00p,Golden State Warriors,124,Portland Trail Blazers,129,Box Score,OT,19493,,H,Golden State Warriors,Portland Trail Blazers
Tue Jan 21 2020,8:30p,Los Angeles Clippers,110,Dallas Mavericks,107,Box Score,,19783,,V,Dallas Mavericks,Los Angeles Clippers
Wed Jan 22 2020,7:00p,Sacramento Kings,106,Detroit Pistons,127,Box Score,,13972,,H,Sacramento Kings,Detroit Pistons
Wed Jan 22 2020,7:00p,Oklahoma City Thunder,120,Orlando Magic,114,Box Score,,18846,,V,Orlando Magic,Oklahoma City Thunder
Wed Jan 22 2020,7:00p,Philadelphia 76ers,95,Toronto Raptors,107,Box Score,,19800,,H,Philadelphia 76ers,Toronto Raptors
Wed Jan 22 2020,7:30p,Los Angeles Clippers,95,Atlanta Hawks,102,Box Score,,14338,,H,Los Angeles Clippers,Atlanta Hawks
Wed Jan 22 2020,7:30p,Memphis Grizzlies,95,Boston Celtics,119,Box Score,,19156,,H,Memphis Grizzlies,Boston Celtics
Wed Jan 22 2020,7:30p,Washington Wizards,129,Miami Heat,134,Box Score,OT,19600,,H,Washington Wizards,Miami Heat
Wed Jan 22 2020,7:30p,Los Angeles Lakers,100,New York Knicks,92,Box Score,,19812,,V,New York Knicks,Los Angeles Lakers
Wed Jan 22 2020,8:00p,Minnesota Timberwolves,110,Chicago Bulls,117,Box Score,,18875,,H,Minnesota Timberwolves,Chicago Bulls
Wed Jan 22 2020,8:00p,Denver Nuggets,105,Houston Rockets,121,Box Score,,18055,,H,Denver Nuggets,Houston Rockets
Wed Jan 22 2020,9:00p,Indiana Pacers,112,Phoenix Suns,87,Box Score,,14691,,V,Phoenix Suns,Indiana Pacers
Wed Jan 22 2020,9:30p,San Antonio Spurs,121,New Orleans Pelicans,117,Box Score,,18365,,V,New Orleans Pelicans,San Antonio Spurs
Wed Jan 22 2020,10:00p,Utah Jazz,129,Golden State Warriors,96,Box Score,,18064,,V,Golden State Warriors,Utah Jazz
Thu Jan 23 2020,7:00p,Washington Wizards,124,Cleveland Cavaliers,112,Box Score,,16689,,V,Cleveland Cavaliers,Washington Wizards
Thu Jan 23 2020,8:00p,Los Angeles Lakers,128,Brooklyn Nets,113,Box Score,,17732,,V,Brooklyn Nets,Los Angeles Lakers
Thu Jan 23 2020,10:30p,Dallas Mavericks,133,Portland Trail Blazers,125,Box Score,,19574,,V,Portland Trail Blazers,Dallas Mavericks
Fri Jan 24 2020,3:00p,Milwaukee Bucks,116,Charlotte Hornets,103,Box Score,,15758,at Paris France,V,Charlotte Hornets,Milwaukee Bucks
Fri Jan 24 2020,7:00p,Memphis Grizzlies,125,Detroit Pistons,112,Box Score,,14583,,V,Detroit Pistons,Memphis Grizzlies
Fri Jan 24 2020,7:00p,Boston Celtics,109,Orlando Magic,98,Box Score,,18846,,V,Orlando Magic,Boston Celtics
Fri Jan 24 2020,7:30p,Toronto Raptors,118,New York Knicks,112,Box Score,,18883,,V,New York Knicks,Toronto Raptors
Fri Jan 24 2020,8:00p,Sacramento Kings,98,Chicago Bulls,81,Box Score,,17661,,V,Chicago Bulls,Sacramento Kings
Fri Jan 24 2020,8:00p,Los Angeles Clippers,122,Miami Heat,117,Box Score,,19632,,V,Miami Heat,Los Angeles Clippers
Fri Jan 24 2020,8:00p,Houston Rockets,131,Minnesota Timberwolves,124,Box Score,,16101,,V,Minnesota Timberwolves,Houston Rockets
Fri Jan 24 2020,8:00p,Denver Nuggets,113,New Orleans Pelicans,106,Box Score,,16398,,V,New Orleans Pelicans,Denver Nuggets
Fri Jan 24 2020,8:00p,Atlanta Hawks,111,Oklahoma City Thunder,140,Box Score,,18203,,H,Atlanta Hawks,Oklahoma City Thunder
Fri Jan 24 2020,8:30p,Phoenix Suns,103,San Antonio Spurs,99,Box Score,,18354,,V,San Antonio Spurs,Phoenix Suns
Fri Jan 24 2020,10:30p,Indiana Pacers,129,Golden State Warriors,118,Box Score,,18064,,V,Golden State Warriors,Indiana Pacers
Sat Jan 25 2020,5:00p,Dallas Mavericks,107,Utah Jazz,112,Box Score,,18306,,H,Dallas Mavericks,Utah Jazz
Sat Jan 25 2020,7:00p,Brooklyn Nets,121,Detroit Pistons,111,Box Score,OT,15890,,V,Detroit Pistons,Brooklyn Nets
Sat Jan 25 2020,8:00p,Chicago Bulls,118,Cleveland Cavaliers,106,Box Score,,19432,,V,Cleveland Cavaliers,Chicago Bulls
Sat Jan 25 2020,8:00p,Oklahoma City Thunder,113,Minnesota Timberwolves,104,Box Score,,16236,,V,Minnesota Timberwolves,Oklahoma City Thunder
Sat Jan 25 2020,8:30p,Los Angeles Lakers,91,Philadelphia 76ers,108,Box Score,,21109,,H,Los Angeles Lakers,Philadelphia 76ers
Sun Jan 26 2020,3:30p,Houston Rockets,110,Denver Nuggets,117,Box Score,,19520,,H,Houston Rockets,Denver Nuggets
Sun Jan 26 2020,4:00p,Toronto Raptors,110,San Antonio Spurs,106,Box Score,,18354,,V,San Antonio Spurs,Toronto Raptors
Sun Jan 26 2020,6:00p,Washington Wizards,133,Atlanta Hawks,152,Box Score,,15567,,H,Washington Wizards,Atlanta Hawks
Sun Jan 26 2020,6:00p,Phoenix Suns,109,Memphis Grizzlies,114,Box Score,,17214,,H,Phoenix Suns,Memphis Grizzlies
Sun Jan 26 2020,6:00p,Boston Celtics,108,New Orleans Pelicans,123,Box Score,,16737,,H,Boston Celtics,New Orleans Pelicans
Sun Jan 26 2020,6:00p,Brooklyn Nets,97,New York Knicks,110,Box Score,,17831,,H,Brooklyn Nets,New York Knicks
Sun Jan 26 2020,6:00p,Los Angeles Clippers,112,Orlando Magic,97,Box Score,,15427,,V,Orlando Magic,Los Angeles Clippers
Sun Jan 26 2020,9:00p,Indiana Pacers,129,Portland Trail Blazers,139,Box Score,,19663,,H,Indiana Pacers,Portland Trail Blazers
Mon Jan 27 2020,7:00p,Cleveland Cavaliers,115,Detroit Pistons,100,Box Score,,12597,,V,Detroit Pistons,Cleveland Cavaliers
Mon Jan 27 2020,7:30p,Orlando Magic,92,Miami Heat,113,Box Score,,19600,,H,Orlando Magic,Miami Heat
Mon Jan 27 2020,8:00p,San Antonio Spurs,109,Chicago Bulls,110,Box Score,,16071,,H,San Antonio Spurs,Chicago Bulls
Mon Jan 27 2020,8:00p,Sacramento Kings,133,Minnesota Timberwolves,129,Box Score,OT,13449,,V,Minnesota Timberwolves,Sacramento Kings
Mon Jan 27 2020,8:00p,Dallas Mavericks,107,Oklahoma City Thunder,97,Box Score,,18203,,V,Oklahoma City Thunder,Dallas Mavericks
Mon Jan 27 2020,9:00p,Houston Rockets,126,Utah Jazz,117,Box Score,,18306,,V,Utah Jazz,Houston Rockets
Tue Jan 28 2020,7:00p,New York Knicks,92,Charlotte Hornets,97,Box Score,,14342,,H,New York Knicks,Charlotte Hornets
Tue Jan 28 2020,7:00p,Golden State Warriors,104,Philadelphia 76ers,115,Box Score,,20854,,H,Golden State Warriors,Philadelphia 76ers
Tue Jan 28 2020,7:30p,New Orleans Pelicans,125,Cleveland Cavaliers,111,Box Score,,19432,,V,Cleveland Cavaliers,New Orleans Pelicans
Tue Jan 28 2020,7:30p,Atlanta Hawks,114,Toronto Raptors,130,Box Score,,19800,,H,Atlanta Hawks,Toronto Raptors
Tue Jan 28 2020,8:00p,Denver Nuggets,96,Memphis Grizzlies,104,Box Score,,14365,,H,Denver Nuggets,Memphis Grizzlies
Tue Jan 28 2020,8:00p,Boston Celtics,109,Miami Heat,101,Box Score,,19704,,V,Miami Heat,Boston Celtics
Tue Jan 28 2020,8:00p,Washington Wizards,131,Milwaukee Bucks,151,Box Score,,17681,,H,Washington Wizards,Milwaukee Bucks
Tue Jan 28 2020,8:30p,Phoenix Suns,133,Dallas Mavericks,104,Box Score,,20216,,V,Dallas Mavericks,Phoenix Suns
Wed Jan 29 2020,7:00p,Chicago Bulls,106,Indiana Pacers,115,Box Score,OT,17923,,H,Chicago Bulls,Indiana Pacers
Wed Jan 29 2020,7:30p,Detroit Pistons,115,Brooklyn Nets,125,Box Score,,14275,,H,Detroit Pistons,Brooklyn Nets
Wed Jan 29 2020,7:30p,Memphis Grizzlies,127,New York Knicks,106,Box Score,,18768,,V,New York Knicks,Memphis Grizzlies
Wed Jan 29 2020,8:30p,Utah Jazz,120,San Antonio Spurs,127,Box Score,,17887,,H,Utah Jazz,San Antonio Spurs
Wed Jan 29 2020,10:00p,Houston Rockets,112,Portland Trail Blazers,125,Box Score,,19393,,H,Houston Rockets,Portland Trail Blazers
Wed Jan 29 2020,10:00p,Oklahoma City Thunder,120,Sacramento Kings,100,Box Score,,16935,,V,Sacramento Kings,Oklahoma City Thunder
Thu Jan 30 2020,7:00p,Toronto Raptors,115,Cleveland Cavaliers,109,Box Score,,17695,,V,Cleveland Cavaliers,Toronto Raptors
Thu Jan 30 2020,7:00p,Charlotte Hornets,107,Washington Wizards,121,Box Score,,15013,,H,Charlotte Hornets,Washington Wizards
Thu Jan 30 2020,7:30p,Philadelphia 76ers,117,Atlanta Hawks,127,Box Score,,15227,,H,Philadelphia 76ers,Atlanta Hawks
Thu Jan 30 2020,8:00p,Golden State Warriors,104,Boston Celtics,119,Box Score,,19156,,H,Golden State Warriors,Boston Celtics
Thu Jan 30 2020,10:30p,Utah Jazz,100,Denver Nuggets,106,Box Score,,19520,,H,Utah Jazz,Denver Nuggets
Thu Jan 30 2020,10:30p,Sacramento Kings,124,Los Angeles Clippers,103,Box Score,,19068,,V,Los Angeles Clippers,Sacramento Kings
Fri Jan 31 2020,7:00p,Toronto Raptors,105,Detroit Pistons,92,Box Score,,17356,,V,Detroit Pistons,Toronto Raptors
Fri Jan 31 2020,7:30p,Chicago Bulls,118,Brooklyn Nets,133,Box Score,,17732,,H,Chicago Bulls,Brooklyn Nets
Fri Jan 31 2020,7:30p,Dallas Mavericks,121,Houston Rockets,128,Box Score,,18055,,H,Dallas Mavericks,Houston Rockets
Fri Jan 31 2020,8:00p,Memphis Grizzlies,111,New Orleans Pelicans,139,Box Score,,18362,,H,Memphis Grizzlies,New Orleans Pelicans
Fri Jan 31 2020,9:00p,Denver Nuggets,127,Milwaukee Bucks,115,Box Score,,18141,,V,Milwaukee Bucks,Denver Nuggets
Fri Jan 31 2020,9:00p,Oklahoma City Thunder,111,Phoenix Suns,107,Box Score,,17260,,V,Phoenix Suns,Oklahoma City Thunder
Fri Jan 31 2020,10:30p,Portland Trail Blazers,127,Los Angeles Lakers,119,Box Score,,18997,,V,Los Angeles Lakers,Portland Trail Blazers
Sat Feb 1 2020,3:30p,Minnesota Timberwolves,106,Los Angeles Clippers,118,Box Score,,19068,,H,Minnesota Timberwolves,Los Angeles Clippers
Sat Feb 1 2020,7:00p,New York Knicks,92,Indiana Pacers,85,Box Score,,17923,,V,Indiana Pacers,New York Knicks
Sat Feb 1 2020,7:00p,Miami Heat,102,Orlando Magic,89,Box Score,,18846,,V,Orlando Magic,Miami Heat
Sat Feb 1 2020,8:00p,Golden State Warriors,131,Cleveland Cavaliers,112,Box Score,,18410,,V,Cleveland Cavaliers,Golden State Warriors
Sat Feb 1 2020,8:00p,Brooklyn Nets,107,Washington Wizards,113,Box Score,,18196,,H,Brooklyn Nets,Washington Wizards
Sat Feb 1 2020,8:30p,Philadelphia 76ers,95,Boston Celtics,116,Box Score,,19156,,H,Philadelphia 76ers,Boston Celtics
Sat Feb 1 2020,8:30p,Atlanta Hawks,100,Dallas Mavericks,123,Box Score,,20328,,H,Atlanta Hawks,Dallas Mavericks
Sat Feb 1 2020,9:00p,Charlotte Hornets,90,San Antonio Spurs,114,Box Score,,18615,,H,Charlotte Hornets,San Antonio Spurs
Sat Feb 1 2020,10:00p,Los Angeles Lakers,129,Sacramento Kings,113,Box Score,,17583,,V,Sacramento Kings,Los Angeles Lakers
Sat Feb 1 2020,10:30p,Utah Jazz,107,Portland Trail Blazers,124,Box Score,,19603,,H,Utah Jazz,Portland Trail Blazers
Sun Feb 2 2020,12:30p,Denver Nuggets,123,Detroit Pistons,128,Box Score,OT,15488,,H,Denver Nuggets,Detroit Pistons
Sun Feb 2 2020,2:00p,New Orleans Pelicans,109,Houston Rockets,117,Box Score,,18055,,H,New Orleans Pelicans,Houston Rockets
Sun Feb 2 2020,2:00p,Phoenix Suns,108,Milwaukee Bucks,129,Box Score,,17754,,H,Phoenix Suns,Milwaukee Bucks
Sun Feb 2 2020,3:00p,Chicago Bulls,102,Toronto Raptors,129,Box Score,,19800,,H,Chicago Bulls,Toronto Raptors
Mon Feb 3 2020,7:00p,Orlando Magic,112,Charlotte Hornets,100,Box Score,,12337,,V,Charlotte Hornets,Orlando Magic
Mon Feb 3 2020,7:00p,New York Knicks,139,Cleveland Cavaliers,134,Box Score,OT,16303,,V,Cleveland Cavaliers,New York Knicks
Mon Feb 3 2020,7:00p,Dallas Mavericks,112,Indiana Pacers,103,Box Score,,15086,,V,Indiana Pacers,Dallas Mavericks
Mon Feb 3 2020,7:00p,Golden State Warriors,125,Washington Wizards,117,Box Score,,17120,,V,Washington Wizards,Golden State Warriors
Mon Feb 3 2020,7:30p,Boston Celtics,123,Atlanta Hawks,115,Box Score,,16231,,V,Atlanta Hawks,Boston Celtics
Mon Feb 3 2020,7:30p,Phoenix Suns,97,Brooklyn Nets,119,Box Score,,14891,,H,Phoenix Suns,Brooklyn Nets
Mon Feb 3 2020,7:30p,Philadelphia 76ers,106,Miami Heat,137,Box Score,,19725,,H,Philadelphia 76ers,Miami Heat
Mon Feb 3 2020,8:00p,Detroit Pistons,82,Memphis Grizzlies,96,Box Score,,14597,,H,Detroit Pistons,Memphis Grizzlies
Mon Feb 3 2020,10:00p,Minnesota Timberwolves,109,Sacramento Kings,113,Box Score,,15819,,H,Minnesota Timberwolves,Sacramento Kings
Mon Feb 3 2020,10:30p,San Antonio Spurs,105,Los Angeles Clippers,108,Box Score,,19068,,H,San Antonio Spurs,Los Angeles Clippers
Tue Feb 4 2020,7:30p,Milwaukee Bucks,120,New Orleans Pelicans,108,Box Score,,15424,,V,New Orleans Pelicans,Milwaukee Bucks
Tue Feb 4 2020,8:00p,Charlotte Hornets,110,Houston Rockets,125,Box Score,,18055,,H,Charlotte Hornets,Houston Rockets
Tue Feb 4 2020,9:00p,Portland Trail Blazers,99,Denver Nuggets,127,Box Score,,19520,,H,Portland Trail Blazers,Denver Nuggets
Tue Feb 4 2020,10:00p,San Antonio Spurs,102,Los Angeles Lakers,129,Box Score,,18997,,H,San Antonio Spurs,Los Angeles Lakers
Wed Feb 5 2020,7:00p,Phoenix Suns,108,Detroit Pistons,116,Box Score,,13707,,H,Phoenix Suns,Detroit Pistons
Wed Feb 5 2020,7:30p,Orlando Magic,100,Boston Celtics,116,Box Score,,19156,,H,Orlando Magic,Boston Celtics
Wed Feb 5 2020,7:30p,Golden State Warriors,88,Brooklyn Nets,129,Box Score,,14352,,H,Golden State Warriors,Brooklyn Nets
Wed Feb 5 2020,7:30p,Indiana Pacers,118,Toronto Raptors,119,Box Score,,19800,,H,Indiana Pacers,Toronto Raptors
Wed Feb 5 2020,8:00p,Atlanta Hawks,127,Minnesota Timberwolves,120,Box Score,,10779,,V,Minnesota Timberwolves,Atlanta Hawks
Wed Feb 5 2020,8:00p,Cleveland Cavaliers,103,Oklahoma City Thunder,109,Box Score,,18203,,H,Cleveland Cavaliers,Oklahoma City Thunder
Wed Feb 5 2020,8:30p,Memphis Grizzlies,121,Dallas Mavericks,107,Box Score,,20069,,V,Dallas Mavericks,Memphis Grizzlies
Wed Feb 5 2020,9:00p,Denver Nuggets,98,Utah Jazz,95,Box Score,,18306,,V,Utah Jazz,Denver Nuggets
Wed Feb 5 2020,10:00p,Miami Heat,111,Los Angeles Clippers,128,Box Score,,19068,,H,Miami Heat,Los Angeles Clippers
Thu Feb 6 2020,7:30p,Orlando Magic,103,New York Knicks,105,Box Score,,18895,,H,Orlando Magic,New York Knicks
Thu Feb 6 2020,8:00p,New Orleans Pelicans,125,Chicago Bulls,119,Box Score,,18247,,V,Chicago Bulls,New Orleans Pelicans
Thu Feb 6 2020,8:00p,Philadelphia 76ers,101,Milwaukee Bucks,112,Box Score,,17928,,H,Philadelphia 76ers,Milwaukee Bucks
Thu Feb 6 2020,10:00p,San Antonio Spurs,117,Portland Trail Blazers,125,Box Score,,19653,,H,San Antonio Spurs,Portland Trail Blazers
Thu Feb 6 2020,10:30p,Houston Rockets,121,Los Angeles Lakers,111,Box Score,,18997,,V,Los Angeles Lakers,Houston Rockets
